query,method,rank,note_id,title,score,is_relevant
как найти похожие идеи если я не помню точные слова,keyword,1,59,Базовый поиск по ключевым словам #29,0.1416127224177954,False
как найти похожие идеи если я не помню точные слова,keyword,2,51,Лексический поиск и совпадение терминов #21,0.14060359332567357,False
как найти похожие идеи если я не помню точные слова,keyword,3,30,Как находить идеи без точных слов #30,0.12630244276204405,True
как найти похожие идеи если я не помню точные слова,keyword,4,24,Как находить идеи без точных слов #24,0.12379754162806073,True
как найти похожие идеи если я не помню точные слова,keyword,5,6,Как находить идеи без точных слов #6,0.12362566909247225,True
как найти похожие идеи если я не помню точные слова,keyword,6,60,Лексический поиск и совпадение терминов #30,0.12194204357402683,False
как найти похожие идеи если я не помню точные слова,keyword,7,7,Эмбеддинги для поиска заметок #7,0.12166530743467723,True
как найти похожие идеи если я не помню точные слова,keyword,8,46,Лексический поиск и совпадение терминов #16,0.12132966355708849,False
как найти похожие идеи если я не помню точные слова,keyword,9,13,Поиск по смыслу в PKM-системе #13,0.11901188396721203,True
как найти похожие идеи если я не помню точные слова,keyword,10,9,Семантический поиск по личным заметкам #9,0.11359098833487807,True
как найти похожие идеи если я не помню точные слова,semantic,1,18,Как находить идеи без точных слов #18,0.6486977338790894,True
как найти похожие идеи если я не помню точные слова,semantic,2,30,Как находить идеи без точных слов #30,0.6007624864578247,True
как найти похожие идеи если я не помню точные слова,semantic,3,24,Как находить идеи без точных слов #24,0.5866067409515381,True
как найти похожие идеи если я не помню точные слова,semantic,4,6,Как находить идеи без точных слов #6,0.5532140731811523,True
как найти похожие идеи если я не помню точные слова,semantic,5,8,Как находить идеи без точных слов #8,0.5513488054275513,True
как найти похожие идеи если я не помню точные слова,semantic,6,4,Эмбеддинги для поиска заметок #4,0.53975909948349,True
как найти похожие идеи если я не помню точные слова,semantic,7,29,Эмбеддинги для поиска заметок #29,0.534720778465271,True
как найти похожие идеи если я не помню точные слова,semantic,8,5,Эмбеддинги для поиска заметок #5,0.5316915512084961,True
как найти похожие идеи если я не помню точные слова,semantic,9,22,Как находить идеи без точных слов #22,0.5136544704437256,True
как найти похожие идеи если я не помню точные слова,semantic,10,27,Семантический поиск по личным заметкам #27,0.5106257200241089,True
какой простой метод поиска был baseline для сравнения,keyword,1,49,TF-IDF как baseline для эксперимента #19,0.3491475603389514,True
какой простой метод поиска был baseline для сравнения,keyword,2,33,TF-IDF как baseline для эксперимента #3,0.3413256005013049,True
какой простой метод поиска был baseline для сравнения,keyword,3,52,Сравнение BM25 и TF-IDF #22,0.23510447544491284,True
какой простой метод поиска был baseline для сравнения,keyword,4,39,Сравнение BM25 и TF-IDF #9,0.23316617403548606,True
какой простой метод поиска был baseline для сравнения,keyword,5,48,Лексический поиск и совпадение терминов #18,0.22439332397276518,True
какой простой метод поиска был baseline для сравнения,keyword,6,55,Базовый поиск по ключевым словам #25,0.22351812269526566,True
какой простой метод поиска был baseline для сравнения,keyword,7,31,Сравнение BM25 и TF-IDF #1,0.22112559665657022,True
какой простой метод поиска был baseline для сравнения,keyword,8,59,Базовый поиск по ключевым словам #29,0.21701094811912142,True
какой простой метод поиска был baseline для сравнения,keyword,9,35,Базовый поиск по ключевым словам #5,0.18540683888051546,True
какой простой метод поиска был baseline для сравнения,keyword,10,57,Сравнение BM25 и TF-IDF #27,0.18230052676093936,True
какой простой метод поиска был baseline для сравнения,semantic,1,52,Сравнение BM25 и TF-IDF #22,0.7340220808982849,True
какой простой метод поиска был baseline для сравнения,semantic,2,39,Сравнение BM25 и TF-IDF #9,0.7335304021835327,True
какой простой метод поиска был baseline для сравнения,semantic,3,48,Лексический поиск и совпадение терминов #18,0.6894332766532898,True
какой простой метод поиска был baseline для сравнения,semantic,4,148,Заметка по методологии исследования #28,0.686655580997467,False
какой простой метод поиска был baseline для сравнения,semantic,5,40,Базовый поиск по ключевым словам #10,0.6861945390701294,True
какой простой метод поиска был baseline для сравнения,semantic,6,49,TF-IDF как baseline для эксперимента #19,0.6825482249259949,True
какой простой метод поиска был baseline для сравнения,semantic,7,55,Базовый поиск по ключевым словам #25,0.6762884855270386,True
какой простой метод поиска был baseline для сравнения,semantic,8,141,Метрики для экспериментов поиска #21,0.6746915578842163,False
какой простой метод поиска был baseline для сравнения,semantic,9,59,Базовый поиск по ключевым словам #29,0.6740292310714722,True
какой простой метод поиска был baseline для сравнения,semantic,10,137,План оценки качества поиска #17,0.6616364121437073,False
как автоматически разложить заметки по меткам,keyword,1,9,Семантический поиск по личным заметкам #9,0.14235702610278994,False
как автоматически разложить заметки по меткам,keyword,2,2,Семантический поиск по личным заметкам #2,0.14194082506326114,False
как автоматически разложить заметки по меткам,keyword,3,15,Семантический поиск по личным заметкам #15,0.13781101552349462,False
как автоматически разложить заметки по меткам,keyword,4,69,Эксперимент с похожестью тегов #9,0.13244466345644187,True
как автоматически разложить заметки по меткам,keyword,5,63,Рекомендация top-k тегов #3,0.13240875601525615,True
как автоматически разложить заметки по меткам,keyword,6,218,Идея автоматического резюме #8,0.13121518149378536,False
как автоматически разложить заметки по меткам,keyword,7,236,Сжатие длинных исследовательских заметок #26,0.13047664015394056,False
как автоматически разложить заметки по меткам,keyword,8,151,Личный workflow управления знаниями #1,0.12955999677702312,False
как автоматически разложить заметки по меткам,keyword,9,153,Личный workflow управления знаниями #3,0.12936458584768723,False
как автоматически разложить заметки по меткам,keyword,10,78,Автоматическое тегирование заметок #18,0.1291112711678249,True
как автоматически разложить заметки по меткам,semantic,1,72,Автоматическое тегирование заметок #12,0.5477362275123596,True
как автоматически разложить заметки по меткам,semantic,2,81,Автоматическое тегирование заметок #21,0.5402247905731201,True
как автоматически разложить заметки по меткам,semantic,3,78,Автоматическое тегирование заметок #18,0.535531759262085,True
как автоматически разложить заметки по меткам,semantic,4,84,Организация заметок с помощью меток #24,0.534163773059845,True
как автоматически разложить заметки по меткам,semantic,5,64,Автоматическое тегирование заметок #4,0.5306710600852966,True
как автоматически разложить заметки по меткам,semantic,6,69,Эксперимент с похожестью тегов #9,0.5261275768280029,True
как автоматически разложить заметки по меткам,semantic,7,90,Автоматическое тегирование заметок #30,0.5254542827606201,True
как автоматически разложить заметки по меткам,semantic,8,73,Эксперимент с похожестью тегов #13,0.5231468081474304,True
как автоматически разложить заметки по меткам,semantic,9,80,Автоматическое тегирование заметок #20,0.5180677175521851,True
как автоматически разложить заметки по меткам,semantic,10,76,Организация заметок с помощью меток #16,0.5103036165237427,True
где хранить данные заметок и их векторы,keyword,1,110,SQLite для хранения заметок #20,0.1302592623845667,True
где хранить данные заметок и их векторы,keyword,2,115,SQLite для хранения заметок #25,0.127574209701223,True
где хранить данные заметок и их векторы,keyword,3,26,Эмбеддинги для поиска заметок #26,0.11470656744714222,False
где хранить данные заметок и их векторы,keyword,4,114,Идея хранения векторного индекса #24,0.10774074338663354,True
где хранить данные заметок и их векторы,keyword,5,101,Идея хранения векторного индекса #11,0.1073321792725528,True
где хранить данные заметок и их векторы,keyword,6,120,Схема базы данных для PKM-прототипа #30,0.10496128726371054,True
где хранить данные заметок и их векторы,keyword,7,23,Поиск по смыслу в PKM-системе #23,0.09928175939185438,False
где хранить данные заметок и их векторы,keyword,8,11,Поиск по смыслу в PKM-системе #11,0.09454072183612466,False
где хранить данные заметок и их векторы,keyword,9,30,Как находить идеи без точных слов #30,0.09347336508697027,False
где хранить данные заметок и их векторы,keyword,10,14,Поиск по смыслу в PKM-системе #14,0.08002711023586873,False
где хранить данные заметок и их векторы,semantic,1,99,Идея хранения векторного индекса #9,0.6407974362373352,True
где хранить данные заметок и их векторы,semantic,2,114,Идея хранения векторного индекса #24,0.6369377970695496,True
где хранить данные заметок и их векторы,semantic,3,101,Идея хранения векторного индекса #11,0.611402690410614,True
где хранить данные заметок и их векторы,semantic,4,110,SQLite для хранения заметок #20,0.5869579315185547,True
где хранить данные заметок и их векторы,semantic,5,91,Идея хранения векторного индекса #1,0.5862644910812378,True
где хранить данные заметок и их векторы,semantic,6,92,Идея хранения векторного индекса #2,0.5799939632415771,True
где хранить данные заметок и их векторы,semantic,7,118,Идея хранения векторного индекса #28,0.5743618607521057,True
где хранить данные заметок и их векторы,semantic,8,120,Схема базы данных для PKM-прототипа #30,0.5664315223693848,True
где хранить данные заметок и их векторы,semantic,9,98,Идея хранения векторного индекса #8,0.5616148114204407,True
где хранить данные заметок и их векторы,semantic,10,115,SQLite для хранения заметок #25,0.5526415705680847,True
как доказать что один поиск лучше другого,keyword,1,58,Базовый поиск по ключевым словам #28,0.20016289051925842,False
как доказать что один поиск лучше другого,keyword,2,42,Сравнение BM25 и TF-IDF #12,0.18000463683743756,False
как доказать что один поиск лучше другого,keyword,3,37,Лексический поиск и совпадение терминов #7,0.17736506221413442,False
как доказать что один поиск лучше другого,keyword,4,9,Семантический поиск по личным заметкам #9,0.17714994922651606,False
как доказать что один поиск лучше другого,keyword,5,2,Семантический поиск по личным заметкам #2,0.1766320261212152,False
как доказать что один поиск лучше другого,keyword,6,45,Лексический поиск и совпадение терминов #15,0.17348285431600083,False
как доказать что один поиск лучше другого,keyword,7,32,Базовый поиск по ключевым словам #2,0.17336521537868188,False
как доказать что один поиск лучше другого,keyword,8,15,Семантический поиск по личным заметкам #15,0.17149286600869243,False
как доказать что один поиск лучше другого,keyword,9,47,TF-IDF как baseline для эксперимента #17,0.15823347610152833,False
как доказать что один поиск лучше другого,keyword,10,50,TF-IDF как baseline для эксперимента #20,0.15745794427066745,False
как доказать что один поиск лучше другого,semantic,1,7,Эмбеддинги для поиска заметок #7,0.5012335777282715,False
как доказать что один поиск лучше другого,semantic,2,148,Заметка по методологии исследования #28,0.5010403394699097,True
как доказать что один поиск лучше другого,semantic,3,141,Метрики для экспериментов поиска #21,0.49191299080848694,True
как доказать что один поиск лучше другого,semantic,4,150,План оценки качества поиска #30,0.47805002331733704,True
как доказать что один поиск лучше другого,semantic,5,137,План оценки качества поиска #17,0.47637462615966797,True
как доказать что один поиск лучше другого,semantic,6,32,Базовый поиск по ключевым словам #2,0.4735146760940552,False
как доказать что один поиск лучше другого,semantic,7,16,Поиск по смыслу в PKM-системе #16,0.47326162457466125,False
как доказать что один поиск лучше другого,semantic,8,24,Как находить идеи без точных слов #24,0.472762793302536,False
как доказать что один поиск лучше другого,semantic,9,142,План оценки качества поиска #22,0.47187724709510803,True
как доказать что один поиск лучше другого,semantic,10,145,План оценки качества поиска #25,0.47105470299720764,True
как каждую неделю возвращаться к задачам и старым мыслям,keyword,1,33,TF-IDF как baseline для эксперимента #3,0.24866223870550855,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,2,124,План оценки качества поиска #4,0.20475961815405058,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,3,131,Метрики для экспериментов поиска #11,0.19914121633115647,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,4,149,План оценки качества поиска #29,0.1973266861302995,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,5,7,Эмбеддинги для поиска заметок #7,0.18779387677349352,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,6,59,Базовый поиск по ключевым словам #29,0.18468266833643363,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,7,13,Поиск по смыслу в PKM-системе #13,0.18369824186997272,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,8,51,Лексический поиск и совпадение терминов #21,0.18336662377315527,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,9,9,Семантический поиск по личным заметкам #9,0.17533093464127017,False
как каждую неделю возвращаться к задачам и старым мыслям,keyword,10,2,Семантический поиск по личным заметкам #2,0.1748183296841635,False
как каждую неделю возвращаться к задачам и старым мыслям,semantic,1,178,Еженедельный обзор заметок #28,0.6085485219955444,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,2,154,Еженедельный обзор заметок #4,0.595067024230957,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,3,177,Как уменьшить трение в PKM #27,0.5833907127380371,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,4,164,Как уменьшить трение в PKM #14,0.5829542875289917,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,5,169,Еженедельный обзор заметок #19,0.5645235776901245,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,6,176,Еженедельный обзор заметок #26,0.5315724611282349,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,7,180,Личный workflow управления знаниями #30,0.5235720872879028,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,8,170,Фиксация задач внутри заметок #20,0.5222932696342468,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,9,163,Фиксация задач внутри заметок #13,0.5143526196479797,True
как каждую неделю возвращаться к задачам и старым мыслям,semantic,10,157,Еженедельный обзор заметок #7,0.483985960483551,True
как сделать код прототипа понятным и без лишней сложности,keyword,1,193,Простая структура модулей #13,0.21834426472781893,True
как сделать код прототипа понятным и без лишней сложности,keyword,2,181,Как сохранить прототип модульным #1,0.20502817556007552,True
как сделать код прототипа понятным и без лишней сложности,keyword,3,182,Простая структура модулей #2,0.2035525659593833,True
как сделать код прототипа понятным и без лишней сложности,keyword,4,187,Архитектура без переусложнения #7,0.1997794306458954,True
как сделать код прототипа понятным и без лишней сложности,keyword,5,208,Граница API для поиска #28,0.19140900989353554,True
как сделать код прототипа понятным и без лишней сложности,keyword,6,204,Простая структура модулей #24,0.1911277412365932,True
как сделать код прототипа понятным и без лишней сложности,keyword,7,209,Архитектура без переусложнения #29,0.19028921430617485,True
как сделать код прототипа понятным и без лишней сложности,keyword,8,199,Архитектура без переусложнения #19,0.18895547057976605,True
как сделать код прототипа понятным и без лишней сложности,keyword,9,198,Граница API для поиска #18,0.18707590409524658,True
как сделать код прототипа понятным и без лишней сложности,keyword,10,191,Граница API для поиска #11,0.1573695143860248,True
как сделать код прототипа понятным и без лишней сложности,semantic,1,181,Как сохранить прототип модульным #1,0.7111715078353882,True
как сделать код прототипа понятным и без лишней сложности,semantic,2,192,Как сохранить прототип модульным #12,0.696823000907898,True
как сделать код прототипа понятным и без лишней сложности,semantic,3,202,Как сохранить прототип модульным #22,0.6944267749786377,True
как сделать код прототипа понятным и без лишней сложности,semantic,4,188,Как сохранить прототип модульным #8,0.6444791555404663,True
как сделать код прототипа понятным и без лишней сложности,semantic,5,205,Как сохранить прототип модульным #25,0.6295230388641357,True
как сделать код прототипа понятным и без лишней сложности,semantic,6,182,Простая структура модулей #2,0.617152750492096,True
как сделать код прототипа понятным и без лишней сложности,semantic,7,193,Простая структура модулей #13,0.6090188026428223,True
как сделать код прототипа понятным и без лишней сложности,semantic,8,61,Эксперимент с похожестью тегов #1,0.6089267730712891,False
как сделать код прототипа понятным и без лишней сложности,semantic,9,88,Автоматическое тегирование заметок #28,0.6072375774383545,False
как сделать код прототипа понятным и без лишней сложности,semantic,10,195,Простая структура модулей #15,0.5897747278213501,True
как быстро понять содержание заметки в результатах поиска,keyword,1,228,Генерация preview для заметок #18,0.14502744186329175,True
как быстро понять содержание заметки в результатах поиска,keyword,2,227,Краткие описания результатов поиска #17,0.13497412015897356,True
как быстро понять содержание заметки в результатах поиска,keyword,3,213,Сжатие длинных исследовательских заметок #3,0.1287976312990211,True
как быстро понять содержание заметки в результатах поиска,keyword,4,222,Краткие описания результатов поиска #12,0.12878424177099007,True
как быстро понять содержание заметки в результатах поиска,keyword,5,221,Генерация preview для заметок #11,0.1244558131721468,True
как быстро понять содержание заметки в результатах поиска,keyword,6,237,Краткие описания результатов поиска #27,0.11172900168582296,True
как быстро понять содержание заметки в результатах поиска,keyword,7,233,Генерация preview для заметок #23,0.11061740513196491,True
как быстро понять содержание заметки в результатах поиска,keyword,8,226,Сжатие длинных исследовательских заметок #16,0.10766382905903024,True
как быстро понять содержание заметки в результатах поиска,keyword,9,229,Идея автоматического резюме #19,0.10757636783469846,True
как быстро понять содержание заметки в результатах поиска,keyword,10,33,TF-IDF как baseline для эксперимента #3,0.10611135313693314,False
